gene	log2FoldChange	padj
Gene833	1.419267174	0.021108666
Gene834	0.922612627	0.0563097
Gene835	0.238159018	0.629150195
Gene836	0.222577962	0.534900535
Gene837	0.171890241	0.526083275
Gene838	0.08929578	0.824989746
Gene839	0.014746094	0.960831412
Gene840	0.013766289	0.981699226
Gene841	0.212027924	0.471569239
Gene842	0.16148126	0.548914192
Gene843	0.964841648	0.054389414
Gene844	0.231111094	0.434113884
Gene845	0.133292017	0.810562131
Gene846	0.051230972	9.49E-01
Gene847	0.134519705	0.748442091
Gene848	0.423475891	0.40609638
Gene849	0.199295714	0.658920341
Gene850	0.501022369	0.229826933
Gene851	0.288232559	0.246504404
Gene852	0.495355393	0.875464745
Gene853	1.193176731	0.508103313
Gene854	0.030408905	0.880034496
Gene855	0	1
Gene856	0	1
Gene857	0.761488884	0.244586495
Gene858	0.062144149	0.808438507
Gene859	0.019728233	0.941395856
Gene860	0.161426122	0.68786582
Gene861	0.771927837	0.441380076
Gene862	0.09457296	0.814429396
Gene863	0.192711591	0.427244896
Gene864	0.040873029	0.871044602
Gene865	0.55518857	0.207680176
Gene866	0.160285306	0.483359603
Gene867	0.69357928	0.244114622
Gene868	0.60808948	0.233438999
Gene869	0.582914959	0.194033916
Gene870	0.291024116	0.341271675
Gene871	0.234501414	0.218458289
Gene872	0.674699035	0.103959495
Gene873	0.162998877	0.331197488
Gene874	0.331190914	0.682149938
Gene875	0.439278595	0.414209268
Gene876	0.862448277	0.214175236
Gene877	0.025505506	0.987578388
Gene878	0.083661313	0.895154321
Gene879	0.47746246	0.103884754
Gene880	0.066259488	0.920044482
Gene881	0.194068959	0.386353993
Gene882	0.011631331	0.96999783
Gene883	0.009962149	0.96259528
Gene884	1.041358607	0.144482691
Gene885	0.131714268	0.538350101
Gene886	0.502053703	0.070984815
Gene887	0.562154743	0.066958819
Gene888	0	1
Gene889	0.220667906	0.373370918
Gene890	0.226233847	0.779199175
Gene891	0.0709938	0.765410016
Gene892	0.112900258	0.615215118
Gene893	0.080251528	0.843087551
Gene894	0.074384691	0.922462987
Gene895	2.45405743	0.217640833
Gene896	0.356106229	0.232979875
Gene897	0.400828936	0.310548807
Gene898	0.09198721	0.555945242
Gene899	0.66908651	0.585900463
Gene900	0.4579584	0.141142187
Gene901	0.339114745	0.372905654
Gene902	0.008681775	0.992289921
Gene903	0.491861652	0.224420835
Gene904	0.085317728	0.658621385
Gene905	0.413841138	0.384953172
Gene906	0.047663828	0.880912835
Gene907	0.480653556	0.827435317
Gene908	0.072861685	0.969272694
Gene909	0.25380908	0.541173537
Gene910	0.171928055	0.414834932
Gene911	0.551479194	0.33784114
Gene912	0.214219469	0.7719644
Gene913	0.09403794	0.644184685
Gene914	0.556455931	0.554261223
Gene915	1.263367282	0.085229843
Gene916	0.828973192	0.04838136
Gene917	0.168876606	0.85037256
Gene918	0.108707266	0.608906554
Gene919	0.052149881	0.911462304
Gene920	0.574694221	0.22006894
Gene921	0.227081139	0.399258088
Gene922	0	1
Gene923	0.197374499	0.575454527
Gene924	1.262669773	0.05643323
Gene925	1.373990686	0.03823807
Gene926	0.594986515	0.059041246
Gene927	0.334058059	0.579915303
Gene928	0.453341961	0.332122184
Gene929	1.265474826	6.33E-02
Gene930	0.231769838	0.354600371
Gene931	0.095620612	8.82E-01
Gene932	0.194446327	0.370411359
Gene933	0.258059714	0.199876282
Gene934	0.644427588	0.090614867
Gene935	0.762267617	0.046931789
Gene936	0.379538597	0.145083332
Gene937	0.842681066	0.097203456
Gene938	0.846730084	0.194875716
Gene939	0.790911657	0.329067927
Gene940	0.159411825	0.503236277
Gene941	0.425114294	0.19884835
Gene942	0.050643863	0.894798568
Gene943	1.577179732	0.156354818
Gene944	1.849852104	0.019619913
Gene945	1.377439556	0.091676505
Gene946	0.213507358	0.54333694
Gene947	0.019996214	0.953877239
Gene948	0.326744475	0.567807641
Gene949	0.297690243	0.424059479
Gene950	0.713338793	0.132515247
Gene951	0.424165835	0.215705297
Gene952	0.397961377	0.112669942
Gene953	0.592864678	0.233870649
Gene954	0.337464613	0.262734649
Gene955	0.616651314	0.08874642
Gene956	0.122241631	0.670606756
Gene957	0.476899376	0.179510453
Gene958	0.037766226	0.919244048
Gene959	1.139368721	0.311663764
Gene960	0.267380581	0.610462482
Gene961	0.412515322	0.255283854
Gene962	0.540749651	0.066110378
Gene963	0.091526076	0.735466695
Gene964	0.181170427	0.716771324
Gene965	0.171298416	0.605833245
Gene966	0.09001847	0.763016774
Gene967	0.351283511	0.124684238
Gene968	0.028794347	0.932096257
Gene969	0.462818895	0.18164749
Gene970	0.011480938	0.986968169
Gene971	0.808981546	0.06212453
Gene972	0.108438424	0.774922063
Gene973	0.327398416	0.227243476
Gene974	0.23027844	0.529654306
Gene975	0.114234618	0.711421906
Gene976	1.028956713	0.095563811
Gene977	0.089490162	0.702461575
Gene978	0.038132967	0.899542589
Gene979	0.475742627	0.106872798
Gene980	0.129210387	0.733952196
Gene981	0.606803362	0.125503568
Gene982	0.534092649	0.067417893
Gene983	0.409258359	0.20432008
Gene984	0.138712251	0.368416717
Gene985	0.24196959	0.207902722
Gene986	0.340344425	0.285253987
Gene987	0.150801717	0.833871821
Gene988	0.183944965	0.620060573
Gene989	0.090921503	0.711722392
Gene990	0.982734646	0.12024361
Gene991	0.320494918	0.055975742
Gene992	0.040225434	0.895107099
Gene993	0.084645855	0.681685055
Gene994	0.741095036	0.074072065
Gene995	0.135060034	0.805517866
Gene996	0.027736359	0.908767272
Gene997	0.237077311	0.498730011
Gene998	0.36296121	0.194314092
Gene999	0.068133786	0.819491748
Gene1000	0.476322027	0.141694864
Gene1001	0.0205861	0.945996364
Gene1002	0	1
Gene1003	0.279013227	0.176675674
Gene1004	1.653548482	0.03338027
Gene1005	0.510455727	0.226478371
Gene1006	0.667583787	0.163233587
Gene1007	0.222472185	0.520214986
Gene1008	0.668495629	0.066872946
Gene1009	0.342896406	0.116386767
Gene1010	0.540744101	1.87E-01
Gene1011	0.301035167	0.60748398
Gene1012	0.258135639	0.338100757
Gene1013	0.393707939	0.823553229
Gene1014	0.328994584	8.39E-02
Gene1015	0.541980035	0.332838095
Gene1016	0.073584809	0.825406844
Gene1017	2.347319119	0.345551604
Gene1018	0.151942368	0.57813865
Gene1019	0.09376152	0.64487266
Gene1020	0.015794303	0.944321429
Gene1021	0.64823621	0.601641361
Gene1022	0.994564806	0.627338516
Gene1023	0.495468615	0.38278423
Gene1024	0.447962245	0.53953747
Gene1025	0.263346198	0.385927963
Gene1026	0.283643002	0.462982772
Gene1027	1.576409673	0.085244141
Gene1028	0.280075317	0.436692232
Gene1029	0.172140598	0.56994734
Gene1030	0.225843329	0.503737507
Gene1031	0.616948343	0.319919892
Gene1032	0.101206432	0.600671697
Gene1033	1.894169337	0.148917463
Gene1034	0.042668594	0.856277784
Gene1035	1.321684553	0.402815332
Gene1036	0.493524639	0.681671702
Gene1037	0.870198514	0.145796294
Gene1038	0	1
Gene1039	0	1
Gene1040	0.614876842	1
Gene1041	0.889170732	0.145231854
Gene1042	0.45956741	0.021126978
Gene1043	0.371461512	0.041809685
Gene1044	0.26020142	0.214062767
Gene1045	0.678398392	0.463481696
Gene1046	0.233440621	0.227638321
Gene1047	0.333266279	0.079500337
Gene1048	2.732264263	0.001826307
Gene1049	0.137093635	0.924818319
Gene1050	0.651701132	0.499662416
Gene1051	0	1
Gene1052	0.370219434	1.66E-01
Gene1053	1.214715217	0.135347578
Gene1054	0.543725448	0.489952169
Gene1055	0	1
Gene1056	0.102056925	0.668790968
Gene1057	0.301031419	0.741789599
Gene1058	1.218800433	0.235885509
Gene1059	0.116256137	0.724737864
Gene1060	1.053316311	3.42E-01
Gene1061	0.302456125	0.668919844
Gene1062	0.342527308	0.336323566
Gene1063	0.027534536	0.882819002
Gene1064	0.096032197	0.704839598
Gene1065	1.160206483	1
Gene1066	0.476935929	0.332023827
Gene1067	0.297898714	0.25076012
Gene1068	0.050378422	0.899409482
Gene1069	0.217766268	1
Gene1070	0.23202075	0.250068256
Gene1071	0.355617	0.35663752
Gene1072	0.840948836	0.086379837
Gene1073	1.296670102	0.081025848
Gene1074	0.568014262	0.180326497
Gene1075	0	1
Gene1076	0.12216155	0.753869652
Gene1077	0.20091234	0.551385886
Gene1078	0.02249013	0.92362873
Gene1079	0	1
Gene1080	0.235016274	0.751596309
Gene1081	0.955728319	0.133072237
Gene1082	0.198170521	0.491245048
Gene1083	0	1
Gene1084	0.627855479	0.092518424
Gene1085	0.471651208	0.153288275
Gene1086	0.070265439	0.905476621
Gene1087	0.036059656	0.931276256
Gene1088	0.276424906	0.576076454
Gene1089	0	1
Gene1090	0.235010348	0.615059273
Gene1091	0.112268735	0.783130303
Gene1092	0.177346745	0.590729883
Gene1093	0.734953424	0.431012242
Gene1094	1.073133602	0.734212551
Gene1095	0.127818481	0.806005127
Gene1096	0.361218923	0.108112091
Gene1097	1.292316231	0.151582025
Gene1098	0	1
Gene1099	0.424115375	0.207650879
Gene1100	0.84024955	0.12314888
Gene1101	0.279313898	4.18E-01
Gene1102	0	1
Gene1103	0.265759767	0.44421921
Gene1104	0.490288107	0.42436992
Gene1105	1.218359407	0.454911576
Gene1106	0.297173472	0.260466334
Gene1107	0.18251889	0.613314291
Gene1108	0	1
Gene1109	0.370587443	0.340356523
Gene1110	0.082486809	0.861388724
Gene1111	1.073133602	0.734212551
Gene1112	0.001838712	0.994073149
Gene1113	0	1
Gene1114	1.461495249	0.024655605
Gene1115	0.068567019	0.900139928
Gene1116	0.495355393	0.875464745
Gene1117	1.466006712	0.570261341
Gene1118	0.024117967	0.877837909
Gene1119	0.275997037	0.492378221
Gene1120	0.123848162	0.806982993
Gene1121	0.132282776	0.845849675
Gene1122	2.128222818	0.032640134
Gene1123	0.243807494	0.527043785
Gene1124	0.417342644	0.499752236
Gene1125	1.451878861	0.21828245
Gene1126	0	1
Gene1127	0.361075017	0.581034837
Gene1128	0.238935831	0.412016214
Gene1129	0.509102834	0.774169098
Gene1130	0.450447957	0.200977154
Gene1131	0.138728137	0.812031484
Gene1132	0.265068085	0.341113796
Gene1133	0.227374054	0.355901127
Gene1134	0.288844131	0.662829463
Gene1135	1.496799098	0.212707014
Gene1136	0.018298561	0.933708966
Gene1137	0.172443637	0.599850946
Gene1138	0.089759009	0.760074083
Gene1139	0.127648402	0.464230716
Gene1140	0.244775622	0.506300355
Gene1141	0.20718024	5.17E-01
Gene1142	0.582527174	0.268708272
Gene1143	2.921108449	0.027705056
Gene1144	0.099206733	0.787338436
Gene1145	0.433034872	0.458522899
Gene1146	0	1
Gene1147	0.03630684	9.01E-01
Gene1148	0.269512211	0.475146865
Gene1149	0.016017491	0.920376082
Gene1150	0.434812341	0.330443199
Gene1151	0.163556042	0.820117555
Gene1152	0.227157745	0.823980209
Gene1153	0.492873097	0.019087299
Gene1154	0.110124566	0.721718223
Gene1155	0.109023653	0.826795621
Gene1156	0.206401635	0.63792378
Gene1157	1.709394785	0.585325631
Gene1158	0.054197402	0.762430278
Gene1159	0.443736383	0.111982783
Gene1160	1.248006172	0.039006972
Gene1161	0.32161808	3.32E-01
Gene1162	0.4757701	0.232740214
Gene1163	0.271833341	0.465432763
Gene1164	0.305199768	0.783369528
Gene1165	0.180317239	0.535387632
Gene1166	0.444334608	1.37E-01
Gene1167	0.046541677	0.813677091
Gene1168	0.568319246	0.726430261
Gene1169	1.144986306	0.064466551
Gene1170	0.136340194	0.416260783
Gene1171	0.432628932	0.211748671
Gene1172	0.449824038	0.37115438
Gene1173	0.257871706	0.618877621
Gene1174	0.066793665	6.91E-01
Gene1175	1.073133602	0.734212551
Gene1176	0.263371942	0.621807712
Gene1177	0.875483624	0.380040862
Gene1178	0.10299583	0.564334304
Gene1179	0.521065102	0.101436506
Gene1180	0.705893042	0.098401528
Gene1181	0.273945718	0.481540072
Gene1182	0.100736109	0.849744116
Gene1183	0.181590145	0.705264344
Gene1184	0	1
Gene1185	1.803684565	0.460670831
Gene1186	0.574801955	0.066734351
Gene1187	0.266942139	0.563326799
Gene1188	0.239503915	0.640736888
Gene1189	0.198695211	0.360991601
Gene1190	1.313070017	0.075063433
Gene1191	0.147896985	0.712181775
Gene1192	0	1
Gene1193	0.35779203	0.614146191
Gene1194	0.221231326	0.710062101
Gene1195	0.376979025	0.431677956
Gene1196	0.132983376	0.693285626
Gene1197	1.131330002	0.222718242
Gene1198	0.150330891	0.671897538
Gene1199	0.623263057	0.0893523
Gene1200	0.313735733	0.521704613
Gene1201	2.063675611	0.42730985
Gene1202	0.224817142	0.535099544
Gene1203	0.091228138	0.854165837
Gene1204	0.715152873	0.571499322
Gene1205	0.396390358	0.176012683
Gene1206	0.113376117	0.650221705
Gene1207	0.086243609	0.702267012
Gene1208	0.394517811	0.69892366
Gene1209	0.132748742	7.58E-01
Gene1210	0.390358261	0.339453324
Gene1211	0.224047098	0.473932452
Gene1212	0.27602101	0.416567937
Gene1213	0.414165485	0.247265242
Gene1214	0.242769026	0.580446964
Gene1215	0.495355393	0.875464745
Gene1216	0.195416358	0.686170517
Gene1217	1.743348812	0.474045459
Gene1218	0.190822326	0.441099653
Gene1219	0.005717213	0.985836947
Gene1220	0.489269529	0.403560895
Gene1221	0.131126752	0.688167686
Gene1222	0.211017041	0.579423866
Gene1223	0.017600531	0.958465661
Gene1224	0.21653127	0.483898885
Gene1225	0.300495642	0.55402662
Gene1226	0.262999719	0.404817314
Gene1227	0.249872407	0.373279951
Gene1228	0.163741732	0.666136888
Gene1229	0.223157692	0.576386012
Gene1230	1.069316652	0.504852829
Gene1231	0.495355393	0.875464745
Gene1232	0.011414217	0.96257387
Gene1233	0.091877238	0.849590371
Gene1234	0.228634568	0.412360332
Gene1235	1.195287063	0.001959277
Gene1236	0.317419054	0.446350667
Gene1237	0	1
Gene1238	0.270217837	0.306403956
Gene1239	0.6706057	0.164174286
Gene1240	0.063918176	0.678235954
Gene1241	0.224446699	0.447751972
Gene1242	0.194539034	3.91E-01
Gene1243	0.621548363	0.057180285
Gene1244	0.043530867	0.911608563
Gene1245	0.268335697	0.520588406
Gene1246	0.163673106	0.893410458
Gene1247	0.281576894	0.623041644
Gene1248	0.251519577	0.409662839
Gene1249	0	1
Gene1250	0.115259071	0.706854499
Gene1251	1.740457728	5.78E-01
Gene1252	0.643151828	0.279716368
Gene1253	0	1
Gene1254	0.175806397	0.389610879
Gene1255	1.073133602	0.734212551
Gene1256	0.482683165	0.28063488
Gene1257	0.168650414	0.583804943
Gene1258	0.380969255	0.259259424
Gene1259	1.26010599	0.39514199
Gene1260	0.393840201	0.558538766
Gene1261	0.199710796	0.471125275
Gene1262	1.220907221	0.049945502
Gene1263	0.99682965	0.213519708
Gene1264	0.286327273	0.115579149
Gene1265	0.239693762	0.558854355
Gene1266	0.238157057	0.701196197
Gene1267	0.210648018	0.706358974
Gene1268	0.108162269	0.849607818
Gene1269	0.256652683	0.635751929
Gene1270	0.259000842	0.147380115
Gene1271	0.674034204	0.066933848
Gene1272	0.964148432	0.030538754
Gene1273	1.030921757	6.32E-02
Gene1274	0.349152272	0.161136065
Gene1275	0.476214206	0.460054187
Gene1276	0.561241324	0.093468023
Gene1277	0.241838466	0.316553377
Gene1278	0.697408444	0.061437938
Gene1279	0.438961861	0.07452114
Gene1280	0.064176434	0.864831182
Gene1281	0.306780609	0.258200126
Gene1282	0	1
Gene1283	0.015204493	0.960900228
Gene1284	1.114152131	0.030439239
Gene1285	1.075618335	0.277198902
Gene1286	1.748036545	0.008612739
Gene1287	1.501059032	0.157075006
Gene1288	0.438631371	0.265025892
Gene1289	0.977551667	0.238905554
Gene1290	0.191462386	0.409723234
Gene1291	0.011948429	0.963381223
Gene1292	0.078608805	0.761514687
Gene1293	0.097207341	0.716955561
Gene1294	0.058439072	0.87673476
Gene1295	0.411295931	0.47458235
Gene1296	0.483289527	0.569644612
Gene1297	1.341599239	0.261928576
Gene1298	1.711885186	0.020852827
Gene1299	3.472106832	0.002901635
Gene1300	0	1
Gene1301	0.373145639	0.28766158
Gene1302	1.692862051	0.019877845
Gene1303	1.416995431	0.313063971
Gene1304	0.364946043	0.371615386
Gene1305	0	1
Gene1306	0.030310064	0.879939381
Gene1307	0.540127074	0.095772384
Gene1308	0.057288731	0.891826731
Gene1309	0.577742636	0.143304461
Gene1310	1.073133602	0.734212551
Gene1311	0.211105398	0.448242219
Gene1312	0.262254518	0.627477646
Gene1313	0.495355393	0.875464745
Gene1314	0	1
Gene1315	0.963662547	0.759325613
Gene1316	0.203715064	0.865790174
Gene1317	0.086496484	0.778303299
Gene1318	0.702796119	0.217509447
Gene1319	0.045445994	0.881764477
Gene1320	2.284656147	0.021626698
Gene1321	0.714674445	0.234378974
Gene1322	0.024022534	0.98170245
Gene1323	0.112659756	0.819095924
Gene1324	0.145866739	0.906558073
Gene1325	0.073211442	0.776481782
Gene1326	0.07074357	0.978008887
Gene1327	1.938790844	0.064700836
Gene1328	0.850738292	0.649979149
Gene1329	0.369304352	0.250209959
Gene1330	0.926210884	0.032863258
Gene1331	1.080368194	0.147776405
Gene1332	0.95450906	0.008299487
Gene1333	0.403874989	0.27928472
Gene1334	0.182671033	0.32843889
Gene1335	0.068433039	0.902708821
Gene1336	0.098009303	0.805828035
Gene1337	0.452383258	0.518332756
Gene1338	0.134251053	0.627990302
Gene1339	0.206169332	0.549268895
Gene1340	0.004197203	9.92E-01
Gene1341	0.505800204	0.4494274
Gene1342	0.14380852	0.691412819
Gene1343	0.387816172	0.552986626
Gene1344	0.893406764	5.33E-01
Gene1345	0.394022003	0.380520885
Gene1346	0.763519104	0.078176195
Gene1347	0.029999269	0.951187567
Gene1348	0.48026705	0.347723456
Gene1349	0.644313204	0.043772405
Gene1350	0.788106498	4.50E-01
Gene1351	0.051438644	0.764318439
Gene1352	0.46493149	0.633952208
Gene1353	2.19990739	0.255781473
Gene1354	0.243416548	0.584924264
Gene1355	0.2782215	0.339938395
Gene1356	0	1
Gene1357	0.031229524	0.903752065
Gene1358	0.062149344	0.904742617
Gene1359	0.798385639	0.133230164
Gene1360	0.451363549	0.534080357
Gene1361	0.250050524	0.595668801
Gene1362	0.045665324	0.866574589
Gene1363	1.930934993	0.013578992
Gene1364	0.169585404	0.632963818
Gene1365	0.733372403	0.490392961
Gene1366	0.97205692	0.374684517
Gene1367	0.007610707	0.989748452
Gene1368	0.133771992	0.846615376
Gene1369	0.694234978	0.437196801
Gene1370	2.113509913	0.002629796
Gene1371	0.049596825	0.812579868
Gene1372	0	1
Gene1373	2.127330519	0.493464846
Gene1374	0.184521977	0.620845935
Gene1375	0.553003635	0.207391246
Gene1376	1.073973594	0.070071905
Gene1377	0.256911687	0.461437522
Gene1378	0.059888689	0.824872752
Gene1379	1.535490742	0.003761081
Gene1380	0.04697182	0.842392831
Gene1381	0.322435359	0.554685542
Gene1382	0.029453222	0.953301078
Gene1383	1.073133602	0.734212551
Gene1384	0.011387874	0.954256412
Gene1385	0.126305028	0.812442843
Gene1386	0.040379269	0.867158779
Gene1387	0.519585993	0.040505606
Gene1388	0.992074353	0.040133855
Gene1389	0.138253466	0.590712899
Gene1390	0.018101002	0.961259531
Gene1391	0	1
Gene1392	0	1
Gene1393	0.79852509	0.176048313
Gene1394	1.48515845	0.079212388
Gene1395	0.495355393	0.875464745
Gene1396	0.192821046	0.798857085
Gene1397	0.111873044	0.526700906
Gene1398	0.586581522	0.063734349
Gene1399	0.292036739	0.38846041
Gene1400	0.753799462	0.018376272
Gene1401	0.561837615	0.080123138
Gene1402	0.12434011	0.762005832
Gene1403	0.045766101	0.888533345
Gene1404	0.11294617	0.632712528
Gene1405	0.223770952	0.789539334
Gene1406	0.06624505	0.881981513
Gene1407	1.96078683	0.529193058
Gene1408	0.105503955	0.677472608
Gene1409	0.956149229	0.086715996
